SKU,Product Name
910060,Outdoor Enclosure for Gateway/WisGate Developer D4P (RAK7244P)/US (Plug Standard)
910063,Outdoor Enclosure for Gateway/WisGate Developer D4P (RAK7244P)/South Africa (Plug Standard)
910062,Outdoor Enclosure for Gateway/WisGate Developer D4P (RAK7244P)/EU (Plug Standard)
910064,Outdoor Enclosure for Gateway/WisGate Developer D4P (RAK7244P)/Italy (Plug Standard)
910059,Outdoor Enclosure for Gateway/WisGate Developer D4P (RAK7244P)/UK (Plug Standard)
910065,Outdoor Enclosure for Gateway/WisGate Developer D4P (RAK7244P)/China (Plug Standard)
910047,Outdoor Enclosure for Gateway/WisGate Developer D4 (RAK7244)/AU (Plug Standard)
910046,Outdoor Enclosure for Gateway/WisGate Developer D4 (RAK7244)/US (Plug Standard)
910049,Outdoor Enclosure for Gateway/WisGate Developer D4 (RAK7244)/South Africa (Plug Standard)
910048,Outdoor Enclosure for Gateway/WisGate Developer D4 (RAK7244)/EU (Plug Standard)
910050,Outdoor Enclosure for Gateway/WisGate Developer D4 (RAK7244)/Italy (Plug Standard)
910045,Outdoor Enclosure for Gateway/WisGate Developer D4 (RAK7244)/UK (Plug Standard)
910051,Outdoor Enclosure for Gateway/WisGate Developer D4 (RAK7244)/China (Plug Standard)
910022,PnP Sensor Box/Without Solar Panel
910023,PnP Sensor Box/With Solar Panel
910015,RAK7243 Enclosure
910014,RAK7244C Enclosure
910013,RAKBox-B2 Enclosure with solar panel
910011,RAKBox-B4 Outdoor enclosure
910010,RAKBox-B5 Transparent Acrylic Enclosure
200000,Tracker node/RAK5205
610004,RAK2247 Pi HAT
610003,RAK2287 Pi HAT
610002,RAK8213 Pi HAT
610001,RAK9003 PoE Pi HAT
110004,WisBlock OLED Display/RAK1921
100002,WisBlock Sensor Adapter Module/RAK1920
305018,Breakout Board/RAK4200H-D/V2.0-Without SMA-Westgate Customized
302013,Breakout Board/RAK4200L-D/V2.0-Without SMA-Westgate Customized
100010,WisBlock Barometric Pressure Sensor/RAK1902
100013,WisBlock 3-axis acceleration sensor/RAK1904
100008,WisBlock Environmental Sensor /RAK1906
100012,WisBlock 4-20mA interface Module /RAK5801
100003,WisBlock RS485 interface Module/RAK5802
100014,WisBlock 0-5V interface Module /RAK5811
619000,WisDuino Evaluation Board/RAK811/AS923
617000,WisDuino Evaluation Board/RAK811/AU915
615000,WisDuino Evaluation Board/RAK811/EU868
614000,WisDuino Evaluation Board/RAK811/IN865
618000,WisDuino Evaluation Board/RAK811/KR920
616000,WisDuino Evaluation Board/RAK811/US915
612000,WisDuino Evaluation Board/RAK811/CN470
611000,WisDuino Evaluation Board/RAK811/EU433
305003,WisDuo LPWAN Module/RAK4600/H
302000,WisDuo LPWAN Module/RAK4600/L
305011,WisDuo LPWAN Module/RAK4200/With IPEX/H
305010,WisDuo LPWAN Module/RAK4200/No IPEX/H
302007,WisDuo LPWAN Module/RAK4200/With IPEX/L
302006,WisDuo LPWAN Module/RAK4200/No IPEX/L
319007,BastWAN Breakout Board/RAK3244/AS923
317007,BastWAN Breakout Board/RAK3244/AU915
315014,BastWAN Breakout Board/RAK3244/EU868
316008,BastWAN Breakout Board/RAK3244/US915
610000,WisDuino Cellular/RAK2011
319006,Breakout Board/RAK4200-D/AS923
317006,Breakout Board/RAK4200-D/AU915
312009,Breakout Board/RAK4200-D/CN470
311003,Breakout Board/RAK4200-D/EU433
315013,Breakout Board/RAK4200-D/EU868
314006,Breakout Board/RAK4200-D/IN865
318006,Breakout Board/RAK4200-D/KR920
316007,Breakout Board/RAK4200-D/US915
319005,Evaluation Board/RAK4200-E /AS923
317005,Evaluation Board/RAK4200-E /AU915
315012,Evaluation Board/RAK4200-E /EU868
313003,Evaluation Board/RAK4200-E/RU864
314005,Evaluation Board/RAK4200-E /IN865
318005,Evaluation Board/RAK4200-E /KR920
316006,Evaluation Board/RAK4200-E /US915
312008,Evaluation Board/RAK4200-E /CN470
311002,Evaluation Board/RAK4200-E /EU433
319004,WisDuo Breakout Board/RAK4260-D/AS923
317004,WisDuo Breakout Board/RAK4260-D/AU915
315009,WisDuo Breakout Board/RAK4260-D/EU868
314004,WisDuo Breakout Board/RAK4260-D/IN865
318004,WisDuo Breakout Board/RAK4260-D/KR920
316005,WisDuo Breakout Board/RAK4260-D/US915
319003,Evaluation Board/RAK4260-E/AS923
317003,Evaluation Board/RAK4260-E/AU915
315008,Evaluation Board/RAK4260-E/EU868
313004,Evaluation Board/RAK4260-E/RU864
314003,Evaluation Board/RAK4260-E/IN865
318003,Evaluation Board/RAK4260-E/KR920
316004,Evaluation Board/RAK4260-E/US915
315006,Breakout Board/RAK4270-D/EU868
316003,Breakout Board/RAK4270-D/US915
312005,Breakout Board/RAK4270-D/CN470
311001,Breakout Board/RAK4270-D/EU433
319002,WisDuo Breakout Board/RAK4600-D/AS923
317002,WisDuo Breakout Board/RAK4600-D/AU915
315005,WisDuo Breakout Board/RAK4600-D/EU868
314002,WisDuo Breakout Board/RAK4600-D/IN865
318002,WisDuo Breakout Board/RAK4600-D/KR920
316002,WisDuo Breakout Board/RAK4600-D/US915
319001,Evaluation Board/RAK4600-E/AS923
317001,Evaluation Board/RAK4600-E/AU915
315004,Evaluation Board/RAK4600-E/EU868
313005,Evaluation Board/RAK4600-E /RU864
314001,Evaluation Board/RAK4600-E/IN865
318001,Evaluation Board/RAK4600-E/KR920
316001,Evaluation Board/RAK4600-E/US915
312004,LPWAN Breakout Module/RAK811-D/Ali470 CN470
319000,LPWAN Breakout Module/RAK811-D/AS923
317000,LPWAN Breakout Module/RAK811-D/AU915
312003,LPWAN Breakout Module/RAK811-D/CN470
311000,LPWAN Breakout Module/RAK811-D/EU433
315002,LPWAN Breakout Module/RAK811-D/EU868
314000,LPWAN Breakout Module/RAK811-D/IN865
318000,LPWAN Breakout Module/RAK811-D/KR920
316000,LPWAN Breakout Module/RAK811-D/US915
305007,WisDuo LPWAN Module/RAK4260/H
709024,WisGate Developer D3+/RAK7243C/RAK7243C (EG95-E)/AS923
707024,WisGate Developer D3+/RAK7243C/RAK7243C (EG95-E)/AU915
702029,WisGate Developer D3+/RAK7243C/RAK7243C (EG95-E)/CN470
701026,WisGate Developer D3+/RAK7243C/RAK7243C (EG95-E)/EU433
705025,WisGate Developer D3+/RAK7243C/RAK7243C (EG95-E)/EU868
704017,WisGate Developer D3+/RAK7243C/RAK7243C (EG95-E)/IN865
708017,WisGate Developer D3+/RAK7243C/RAK7243C (EG95-E)/KR920
703017,WisGate Developer D3+/RAK7243C/RAK7243C (EG95-E)/RU864
706028,WisGate Developer D3+/RAK7243C/RAK7243C (EG95-E)/US915
709025,WisGate Developer D3+/RAK7243C/RAK7243C (EG95-NA)/AS923
707025,WisGate Developer D3+/RAK7243C/RAK7243C (EG95-NA)/AU915
702030,WisGate Developer D3+/RAK7243C/RAK7243C (EG95-NA)/CN470
701027,WisGate Developer D3+/RAK7243C/RAK7243C (EG95-NA)/EU433
705026,WisGate Developer D3+/RAK7243C/RAK7243C (EG95-NA)/EU868
706029,WisGate Developer D3+/RAK7243C/RAK7243C (EG95-NA)/US915
702033,WisGate Developer D3/RAK7243/RAK7243/Ali470
709026,WisGate Developer D3/RAK7243/RAK7243/AS923
707026,WisGate Developer D3/RAK7243/RAK7243/AU915
702032,WisGate Developer D3/RAK7243/RAK7243/CN470
701029,WisGate Developer D3/RAK7243/RAK7243/EU433
705028,WisGate Developer D3/RAK7243/RAK7243/EU868
704018,WisGate Developer D3/RAK7243/RAK7243/IN865
708018,WisGate Developer D3/RAK7243/RAK7243/KR920
703018,WisGate Developer D3/RAK7243/RAK7243/RU864
706031,WisGate Developer D3/RAK7243/RAK7243/US915
709006,WisGate Edge Prime /RAK7240/16 Channels with 4G(EG95-E) (RAK7240-1X-14X)/No Custom Logo/AS923
707007,WisGate Edge Prime /RAK7240/16 Channels with 4G(EG95-E) (RAK7240-1X-14X)/No Custom Logo/AU915
704005,WisGate Edge Prime /RAK7240/16 Channels with 4G(EG95-E) (RAK7240-1X-14X)/No Custom Logo/IN865
708005,WisGate Edge Prime /RAK7240/16 Channels with 4G(EG95-E) (RAK7240-1X-14X)/No Custom Logo/KR920
703005,WisGate Edge Prime /RAK7240/16 Channels with 4G(EG95-E) (RAK7240-1X-14X)/No Custom Logo/RU864
709007,WisGate Edge Prime /RAK7240/16 Channels with 4G(EG95-NA) (RAK7240-1X-14X)/No Custom Logo/AS923
707006,WisGate Edge Prime /RAK7240/16 Channels with 4G(EG95-NA) (RAK7240-1X-14X)/No Custom Logo/AU915
709005,WisGate Edge Prime /RAK7240/16 Channels without 4G (RAK7240-1X)/No Custom Logo/AS923
707005,WisGate Edge Prime /RAK7240/16 Channels without 4G (RAK7240-1X)/No Custom Logo/AU915
704004,WisGate Edge Prime /RAK7240/16 Channels without 4G (RAK7240-1X)/No Custom Logo/IN865
708004,WisGate Edge Prime /RAK7240/16 Channels without 4G (RAK7240-1X)/No Custom Logo/KR920
703004,WisGate Edge Prime /RAK7240/16 Channels without 4G (RAK7240-1X)/No Custom Logo/RU864
702006,WisGate Edge Prime /RAK7240/16 Channels with 4G(EG95-E) (RAK7240-1X-14X)/No Custom Logo/CN470
701007,WisGate Edge Prime /RAK7240/16 Channels with 4G(EG95-E) (RAK7240-1X-14X)/No Custom Logo/EU433
705006,WisGate Edge Prime /RAK7240/16 Channels with 4G(EG95-E) (RAK7240-1X-14X)/No Custom Logo/EU868
706009,WisGate Edge Prime /RAK7240/16 Channels with 4G(EG95-E) (RAK7240-1X-14X)/No Custom Logo/US915
701008,WisGate Edge Prime /RAK7240/16 Channels with 4G(EG95-NA) (RAK7240-1X-14X)/No Custom Logo/EU433
706010,WisGate Edge Prime /RAK7240/16 Channels with 4G(EG95-NA) (RAK7240-1X-14X)/No Custom Logo/US915
702005,WisGate Edge Prime /RAK7240/16 Channels without 4G (RAK7240-1X)/No Custom Logo/CN470
701006,WisGate Edge Prime /RAK7240/16 Channels without 4G (RAK7240-1X)/No Custom Logo/EU433
705005,WisGate Edge Prime /RAK7240/16 Channels without 4G (RAK7240-1X)/No Custom Logo/EU868
706008,WisGate Edge Prime /RAK7240/16 Channels without 4G (RAK7240-1X)/No Custom Logo/US915
706036,WisGate Edge Prime/RAK7240/8 Channels with 4G (RAK7240-0X-14X)/Cat 1 Cellular(EC21-AU Mini PCIe)-GPS/US915
709003,WisGate Edge Prime /RAK7240/8 Channels with 4G(EG95-E) (RAK7240-0X-14X)/No Custom Logo/AS923
707004,WisGate Edge Prime /RAK7240/8 Channels with 4G(EG95-E) (RAK7240-0X-14X)/No Custom Logo/AU915
704003,WisGate Edge Prime /RAK7240/8 Channels with 4G(EG95-E) (RAK7240-0X-14X)/No Custom Logo/IN865
708003,WisGate Edge Prime /RAK7240/8 Channels with 4G(EG95-E) (RAK7240-0X-14X)/No Custom Logo/KR920
703003,WisGate Edge Prime /RAK7240/8 Channels with 4G(EG95-E) (RAK7240-0X-14X)/No Custom Logo/RU864
709004,WisGate Edge Prime /RAK7240/8 Channels with 4G(EG95-NA) (RAK7240-0X-14X)/No Custom Logo/AS923
707003,WisGate Edge Prime /RAK7240/8 Channels with 4G(EG95-NA) (RAK7240-0X-14X)/No Custom Logo/AU915
709002,WisGate Edge Prime /RAK7240/8 Channels without 4G (RAK7240-0X)/No Custom Logo/AS923
707002,WisGate Edge Prime /RAK7240/8 Channels without 4G (RAK7240-0X)/No Custom Logo/AU915
704002,WisGate Edge Prime /RAK7240/8 Channels without 4G (RAK7240-0X)/No Custom Logo/IN865
708002,WisGate Edge Prime /RAK7240/8 Channels without 4G (RAK7240-0X)/No Custom Logo/KR920
703002,WisGate Edge Prime /RAK7240/8 Channels without 4G (RAK7240-0X)/No Custom Logo/RU864
702004,WisGate Edge Prime /RAK7240/8 Channels with 4G(EG95-E) (RAK7240-0X-14X)/No Custom Logo/CN470
701004,WisGate Edge Prime /RAK7240/8 Channels with 4G(EG95-E) (RAK7240-0X-14X)/No Custom Logo/EU433
705004,WisGate Edge Prime /RAK7240/8 Channels with 4G(EG95-E) (RAK7240-0X-14X)/No Custom Logo/EU868
706006,WisGate Edge Prime /RAK7240/8 Channels with 4G(EG95-E) (RAK7240-0X-14X)/No Custom Logo/US915
701005,WisGate Edge Prime /RAK7240/8 Channels with 4G(EG95-NA) (RAK7240-0X-14X)/No Custom Logo/EU433
706007,WisGate Edge Prime /RAK7240/8 Channels with 4G(EG95-NA) (RAK7240-0X-14X)/No Custom Logo/US915
702003,WisGate Edge Prime /RAK7240/8 Channels without 4G (RAK7240-0X)/No Custom Logo/CN470
701003,WisGate Edge Prime /RAK7240/8 Channels without 4G (RAK7240-0X)/No Custom Logo/EU433
705003,WisGate Edge Prime /RAK7240/8 Channels without 4G (RAK7240-0X)/No Custom Logo/EU868
706005,WisGate Edge Prime /RAK7240/8 Channels without 4G (RAK7240-0X)/No Custom Logo/US915
702037,WisGate Developer D4 / D4+ / D4P/RAK7244C/WisGate Developer D4+ (EG95-E)/2GB RPi4 (Memory Storage)/CN470
701033,WisGate Developer D4 / D4+ / D4P/RAK7244C/WisGate Developer D4+ (EG95-E)/2GB RPi4 (Memory Storage)/EU433
705032,WisGate Developer D4 / D4+ / D4P/RAK7244C/WisGate Developer D4+ (EG95-E)/2GB RPi4 (Memory Storage)/EU868
706035,WisGate Developer D4 / D4+ / D4P/RAK7244C/WisGate Developer D4+ (EG95-NA)/2GB RPi4 (Memory Storage)/US915
716070,WisGate Developer D4 / D4+ / D4P/RAK7244C/WisGate Developer D4+ (EG95-NA)/2GB RPi4 (Memory Storage)/Autonomous Pivot/US915
709030,WisGate Developer D4 / D4+ / D4P/RAK7244C/WisGate Developer D4+ (EG95-E)/2GB RPi4 (Memory Storage)/AS923
707030,WisGate Developer D4 / D4+ / D4P/RAK7244C/WisGate Developer D4+ (EG95-E)/2GB RPi4 (Memory Storage)/AU915
704022,WisGate Developer D4 / D4+ / D4P/RAK7244C/WisGate Developer D4+ (EG95-E)/2GB RPi4 (Memory Storage)/IN865
708022,WisGate Developer D4 / D4+ / D4P/RAK7244C/WisGate Developer D4+ (EG95-E)/2GB RPi4 (Memory Storage)/KR920
703022,WisGate Developer D4 / D4+ / D4P/RAK7244C/WisGate Developer D4+ (EG95-E)/2GB RPi4 (Memory Storage)/RU864
709031,WisGate Developer D4 / D4+ / D4P/RAK7244C/WisGate Developer D4+ (EG95-NA)/2GB RPi4 (Memory Storage)/AS923
707031,WisGate Developer D4 / D4+ / D4P/RAK7244C/WisGate Developer D4+ (EG95-NA)/2GB RPi4 (Memory Storage)/AU915
716057,WisGate Developer D4+/RAK7244C/WisGate Developer D4+ (EG95-NA)/4GB RPi4 (Memory Storage)/US915
718026,WisGate Developer D4+/RAK7244C/WisGate Developer D4+ (EG95-E)/4GB RPi4 (Memory Storage)/KR920
715055,WisGate Developer D4+/RAK7244C/WisGate Developer D4+ (EG95-E)/4GB RPi4 (Memory Storage)/EU868
719037,WisGate Developer D4+/RAK7244C/WisGate Developer D4+ (EG95-E)/4GB RPi4 (Memory Storage)/AS923
702036,WisGate Developer D4P/RAK7244P/WisGate Developer D4P (with built-in PoE module)/2GB RPi4 (Memory Storage)/CN470
701032,WisGate Developer D4P/RAK7244P/WisGate Developer D4P (with built-in PoE module)/2GB RPi4 (Memory Storage)/EU433
705031,WisGate Developer D4P/RAK7244P/WisGate Developer D4P (with built-in PoE module)/2GB RPi4 (Memory Storage)/EU868
706034,WisGate Developer D4P/RAK7244P/WisGate Developer D4P (with built-in PoE module)/2GB RPi4 (Memory Storage)/US915
716056,WisGate Developer D4P/RAK7244P/WisGate Developer D4P (with built-in PoE module)/4GB RPi4 (Memory Storage)/US915
709029,WisGate Developer D4P/RAK7244P/WisGate Developer D4P (with built-in PoE module)/2GB RPi4 (Memory Storage)/AS923
707029,WisGate Developer D4P/RAK7244P/WisGate Developer D4P (with built-in PoE module)/2GB RPi4 (Memory Storage)/AU915
704021,WisGate Developer D4P/RAK7244P/WisGate Developer D4P (with built-in PoE module)/2GB RPi4 (Memory Storage)/IN865
708021,WisGate Developer D4P/RAK7244P/WisGate Developer D4P (with built-in PoE module)/2GB RPi4 (Memory Storage)/KR920
703021,WisGate Developer D4P/RAK7244P/WisGate Developer D4P (with built-in PoE module)/2GB RPi4 (Memory Storage)/RU864
715054,WisGate Developer D4P/RAK7244P/WisGate Developer D4P (with built-in PoE module)/4GB RPi4 (Memory Storage)/EU868
717034,WisGate Developer D4/RAK7244/WisGate Developer D4/4GB RPi4 (Memory Storage)/AU915
702028,WisGate Developer D4/RAK7244/WisGate Developer D4/2GB RPi4 (Memory Storage)/CN470
701025,WisGate Developer D4/RAK7244/WisGate Developer D4/2GB RPi4 (Memory Storage)/EU433
705024,WisGate Developer D4/RAK7244/WisGate Developer D4/2GB RPi4 (Memory Storage)/EU868
706027,WisGate Developer D4/RAK7244/WisGate Developer D4/2GB RPi4 (Memory Storage)/US915
709023,WisGate Developer D4 / D4+ / D4P/RAK7244/WisGate Developer D4/2GB RPi4 (Memory Storage)/AS923
707023,WisGate Developer D4/RAK7244/WisGate Developer D4/2GB RPi4 (Memory Storage)/AU915
704016,WisGate Developer D4/RAK7244/WisGate Developer D4/2GB RPi4 (Memory Storage)/IN865
708016,WisGate Developer D4/RAK7244/WisGate Developer D4/2GB RPi4 (Memory Storage)/KR920
703016,WisGate Developer D4/RAK7244/WisGate Developer D4/2GB RPi4 (Memory Storage)/RU864
716055,WisGate Developer D4/RAK7244/WisGate Developer D4/4GB RPi4 (Memory Storage)/US915
715053,WisGate Developer D4/RAK7244/WisGate Developer D4/4GB RPi4 (Memory Storage)/Europe standard power adapter/EU868
712042,WisGate Developer D4/RAK7244/WisGate Developer D4/4GB RPi4 (Memory Storage)/CN470
711036,WisGate Developer D4/RAK7244/WisGate Developer D4/4GB RPi4 (Memory Storage)/EU433
719035,WisGate Developer D4/RAK7244/WisGate Developer D4/4GB RPi4 (Memory Storage)/AS923
709027,WisGate Developer D0+/RAK7246G/WisGate Developer D0+(GPS)/AS923
